,black,term_360,conforming,debt_to_income_ratio_missing,loan_amount_std,loan_to_value_ratio_std,no_intro_rate_period_std,intro_rate_period_std,property_value_std,income_std,debt_to_income_ratio_std,loan_amt:prprty_vl,high_priced
38095,0.0,1.0,1.0,0.0,-0.8661722371310849,0.347757685884809,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.034417214543414,1.5858757055831798,0.16280033179703512,0.0
38105,0.0,1.0,1.0,0.0,-0.954116985666002,-0.319252415868828,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.039267940668878,0.3975536923808329,0.21137468267932177,0.0
38158,0.0,1.0,1.0,0.0,-0.7342551143287099,-1.3643154688156398,0.244394395255126,-0.215304222414135,-0.505097592176195,-0.042732745044209,0.488963078011783,-0.06285211115748934,0.0
38168,0.0,1.0,1.0,0.0,-0.8221998628636271,0.490778676284541,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.042732745044209,0.85460062053558,0.1329291833130614,1.0
38235,0.0,1.0,1.0,0.0,-1.17397885700329,-0.695359934431708,0.244394395255126,-0.215304222414135,-0.998454015039336,-0.045851068982007,-2.52754664780955,0.49765314766356883,0.0
38239,0.0,1.0,1.0,0.0,-0.7782274885961691,0.490778676284541,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.041346823294076,-0.425130778297711,0.07249614422786513,1.0
38244,0.0,0.0,1.0,0.0,-0.954116985666002,-0.4844172711461061,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.035456655856013,-1.15640586334531,0.20224866375211623,0.0
38255,0.0,1.0,0.0,0.0,0.452998990892664,-1.1741553066336798,-4.09174686250922,3.16300840090708,0.666623912123765,-0.016400231791691002,-0.425130778297711,1.700353985871419,0.0
38260,0.0,1.0,1.0,0.0,-0.7782274885961691,-0.27174606460235,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.038228499356278,0.3975536923808329,0.04886718768392678,0.0
38276,0.0,1.0,1.0,0.0,-0.514393242991419,0.444678504224183,0.244394395255126,-0.215304222414135,-0.62843669789198,-0.04411866679434099,3.87111034635691,0.016284282540779408,1.0
38280,0.0,1.0,1.0,0.0,-0.99808935993346,0.490778676284541,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.043425705919275005,0.85460062053558,0.32644980956096115,1.0
38289,0.0,1.0,1.0,0.0,-0.910144611398544,0.325750523631891,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.040307381981477014,-1.15640586334531,0.17838243822533104,0.0
38295,1.0,1.0,1.0,0.0,-0.99808935993346,-0.635244507407517,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.04169330373161,0.123325535487985,0.8734428797149699,0.0
38327,0.0,1.0,1.0,0.0,-0.602337991526336,0.20086299795465,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.038574979793811005,0.5803724636427321,-0.003944483817237066,0.0
38364,0.0,1.0,1.0,0.0,-0.646310365793794,-1.54911504522764,0.244394395255126,-0.215304222414135,-0.3200889336025169,-0.035803136293546,0.85460062053558,0.04886718768392678,0.0
38371,0.0,1.0,1.0,0.0,-0.16261424885175302,-0.7313070924073442,0.244394395255126,-0.215304222414135,-0.135080275028839,-0.031991851480682,0.9460100061665292,0.6181099626304974,0.0
38379,0.0,1.0,1.0,0.0,-0.426448494456503,-0.310211813264177,0.244394395255126,-0.215304222414135,-0.443428039318302,-0.036496097168613,1.03741939179748,0.16280033179703512,0.0
38436,0.0,1.0,1.0,0.0,-0.910144611398544,-0.035706243268410015,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.028180566667817007,3.87111034635691,0.1650818365288362,0.0
38454,0.0,1.0,1.0,0.0,-0.6902827400612521,0.490778676284541,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.037882018918745,1.03741939179748,0.019296046032387267,0.0
38473,0.0,1.0,1.0,0.0,-0.7342551143287099,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.036496097168613,1.5858757055831798,0.04744611069949134,1.0
38474,1.0,1.0,1.0,0.0,-1.08603410846838,-0.834013258052019,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.043772186356808,-0.150902621404863,1.0173798782122543,1.0
38479,0.0,1.0,1.0,0.0,-1.04206173420092,0.490778676284541,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.043079225481742006,-0.425130778297711,0.37853129840969807,0.0
38490,0.0,1.0,1.0,0.0,-0.8661722371310849,-1.26864398551525,-4.09174686250922,1.2727620521440202,-0.659271474320926,-0.040307381981477014,-1.15640586334531,0.0044907168853395565,0.0
38531,0.0,1.0,1.0,0.0,-1.13000648273584,-2.52866499118915,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.031991851480682,-1.15640586334531,0.169600636061499,0.0
38537,0.0,1.0,1.0,0.0,-0.8661722371310849,-0.558377132782726,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.043425705919275005,0.7631912349046309,0.11938270404349556,0.0
38546,0.0,1.0,1.0,0.0,-1.04206173420092,0.490778676284541,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.04169330373161,-0.425130778297711,0.37853129840969807,0.0
38564,0.0,1.0,1.0,0.0,-1.04206173420092,-0.756983633818513,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.042039784169143,-1.15640586334531,0.3231344283645955,0.0
38571,1.0,1.0,1.0,0.0,-0.646310365793794,-0.558377132782726,0.244394395255126,-0.215304222414135,-0.5976019214630339,-0.037882018918745,0.488963078011783,0.3862363164598476,0.0
38579,0.0,1.0,1.0,0.0,-0.910144611398544,-1.59807588917743,0.244394395255126,-0.215304222414135,-0.62843669789198,-0.036842577606146,-1.15640586334531,-0.023787284286200583,0.0
38586,1.0,1.0,1.0,0.0,0.54094373942758,-0.467388389632721,-4.09174686250922,1.2727620521440202,0.327441371405355,-0.001848053415299,0.3975536923808329,0.17712735989130782,1.0
38594,0.0,1.0,1.0,0.0,-0.910144611398544,-1.1518711327626898,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.039267940668878,3.87111034635691,0.10512318319457317,0.0
38600,0.0,1.0,1.0,0.0,-0.99808935993346,-0.597448345714048,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.042039784169143,-2.52754664780955,0.24223658011297858,0.0
38624,0.0,1.0,1.0,0.0,-0.7782274885961691,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.04065386241901,-0.425130778297711,0.0670308056764584,0.0
38631,0.0,1.0,1.0,0.0,-0.954116985666002,0.303655038319764,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.042386264606676,1.03741939179748,0.21261746544341656,0.0
38639,0.0,1.0,1.0,0.0,-0.338503745921586,-0.684485163951683,0.244394395255126,-0.215304222414135,-0.289254157173571,-0.028873527542884,-0.425130778297711,0.3862363164598476,0.0
38706,0.0,1.0,1.0,0.0,-1.04206173420092,-1.59807588917743,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.045851068982007,0.5803724636427321,0.20870098816612365,0.0
38710,0.0,1.0,1.0,0.0,-0.646310365793794,0.189009391880613,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.041000342856543,0.7631912349046309,-0.003944483817237066,0.0
38807,0.0,1.0,1.0,0.0,-0.6902827400612521,-0.064893040514416,0.244394395255126,-0.215304222414135,-0.690106250749873,-0.029566488417950006,-1.15640586334531,0.007932732304319928,0.0
38817,0.0,1.0,1.0,0.0,-0.910144611398544,-0.597448345714048,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.043772186356808,0.214734921118934,0.1329291833130614,0.0
38865,0.0,1.0,1.0,0.0,-0.470420868723961,0.657560374833145,0.244394395255126,-0.215304222414135,-0.62843669789198,-0.041346823294076,1.5858757055831798,0.02068014328690692,0.0
38870,0.0,1.0,1.0,0.0,-0.954116985666002,-0.27601817518979105,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.038921460231345004,-0.425130778297711,0.1890992197670889,0.0
38872,0.0,0.0,1.0,0.0,-1.08603410846838,-1.63674302638014,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.04550458854447401,-0.425130778297711,0.2856665118928227,0.0
38905,0.0,1.0,1.0,0.0,-0.99808935993346,0.24730825949003,-4.09174686250922,4.61085666804475,-0.905949685752497,-0.039960901543944,0.7631912349046309,0.30423946919619765,0.0
38922,0.0,1.0,1.0,0.0,-0.6902827400612521,-0.741577708971811,0.244394395255126,-0.215304222414135,-0.5976019214630339,-0.043425705919275005,1.03741939179748,-0.010661213722963525,0.0
38942,0.0,1.0,1.0,0.0,-0.646310365793794,0.4318019103224629,0.244394395255126,-0.215304222414135,-0.690106250749873,-0.039614421106411,0.9460100061665292,-0.008053867931677476,0.0
38948,0.0,1.0,1.0,0.0,-0.910144611398544,0.490778676284541,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.036842577606146,-1.15640586334531,0.1805127852456646,0.0
38949,1.0,1.0,1.0,0.0,-0.7342551143287099,-0.263945439592065,0.244394395255126,-0.215304222414135,-0.690106250749873,-0.040307381981477014,0.488963078011783,0.5067140440433053,0.0
38953,0.0,1.0,1.0,0.0,-0.910144611398544,0.831420341755165,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.045158108106940986,0.9460100061665292,0.19318776737237908,0.0
38970,0.0,1.0,1.0,0.0,-1.04206173420092,-0.5686042557425129,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.045158108106940986,0.85460062053558,0.33368036575279797,0.0
39023,0.0,1.0,1.0,0.0,-0.910144611398544,0.831420341755165,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.042039784169143,0.3975536923808329,0.19318776737237908,0.0
39033,0.0,1.0,1.0,0.0,-0.250558997386669,-0.22393863412265,0.244394395255126,-0.215304222414135,-0.3200889336025169,-0.039960901543944,3.87111034635691,0.43379900577592123,1.0
39079,0.0,1.0,1.0,0.0,-1.13000648273584,-0.7211982178360179,0.244394395255126,-0.215304222414135,-0.96761923861039,-0.04411866679434099,-0.425130778297711,0.45575478387000923,0.0
39173,1.0,1.0,1.0,0.0,0.54094373942758,0.4318019103224629,0.244394395255126,-0.215304222414135,0.14243271283167802,-0.014667829604025,0.671781849273681,0.07704808429598256,0.0
39175,0.0,1.0,1.0,0.0,-0.294531371654127,0.385754812284738,0.244394395255126,-0.215304222414135,-0.505097592176195,-0.036842577606146,0.031916149857036,0.18139420171693924,0.0
39179,1.0,1.0,1.0,0.0,-0.294531371654127,0.657560374833145,0.244394395255126,-0.215304222414135,-0.443428039318302,-0.029566488417950006,0.85460062053558,0.13060346865031966,0.0
39181,0.0,1.0,1.0,0.0,-0.7782274885961691,0.385754812284738,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.022290399229754,-1.15640586334531,0.08571063465298245,0.0
39189,0.0,1.0,1.0,0.0,-1.13000648273584,0.022152073592525003,0.244394395255126,-0.215304222414135,-0.96761923861039,-0.032684812355747994,-0.059493235773914,0.47636843370101983,0.0
39197,0.0,1.0,1.0,0.0,-1.04206173420092,0.490778676284541,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.045158108106940986,0.9460100061665292,0.3564290643489009,0.0
39221,0.0,1.0,1.0,0.0,-0.8661722371310849,0.490778676284541,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.039960901543944,-1.15640586334531,0.16714083710935715,0.0
39239,0.0,1.0,1.0,0.0,-0.7782274885961691,0.490778676284541,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.031991851480682,1.03741939179748,0.0874759284007918,0.0
39247,1.0,1.0,1.0,0.0,-0.6902827400612521,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.690106250749873,-0.038921460231345004,0.9460100061665292,0.47636843370101983,0.0
39250,0.0,1.0,1.0,0.0,-0.646310365793794,-0.8695653923136372,0.244394395255126,-0.215304222414135,-0.5359323686051409,-0.020211516604555,0.3975536923808329,0.003611837326705212,0.0
39255,0.0,1.0,1.0,0.0,-0.954116985666002,0.490778676284541,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.033377773230814,0.671781849273681,0.2439575878224692,0.0
39259,0.0,1.0,1.0,0.0,-0.8661722371310849,-0.27174606460235,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.043772186356808,0.031916149857036,0.11938270404349556,0.0
39261,0.0,1.0,1.0,0.0,-0.99808935993346,-1.94987886435176,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.04411866679434099,-0.150902621404863,0.007932732304319928,0.0
39304,0.0,1.0,1.0,0.0,-1.04206173420092,-1.10408097675021,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.04411866679434099,0.123325535487985,0.2303778919100694,0.0
39319,0.0,1.0,1.0,0.0,-0.910144611398544,0.490778676284541,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.04411866679434099,-0.425130778297711,0.1805127852456646,0.0
39340,0.0,1.0,0.0,0.0,0.6728608622299549,-0.259539313467196,0.244394395255126,-0.215304222414135,0.327441371405355,-0.005312857790631,-0.425130778297711,1.2536235509019737,0.0
39344,0.0,1.0,1.0,0.0,-1.04206173420092,-1.4148582624073798,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.044811627669408,0.671781849273681,0.22854755172216998,0.0
39451,0.0,1.0,1.0,0.0,-1.13000648273584,-0.4070863576391969,0.244394395255126,-0.215304222414135,-0.96761923861039,-0.042732745044209,0.488963078011783,0.4574757915794994,0.0
39512,0.0,1.0,1.0,0.0,-0.8661722371310849,0.490778676284541,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.04169330373161,0.488963078011783,0.16714083710935715,1.0
39540,0.0,1.0,1.0,0.0,-0.426448494456503,0.27600337833850497,0.244394395255126,-0.215304222414135,-0.5667671450340881,-0.05278067773267,3.87111034635691,0.09791361572664498,0.0
39553,0.0,1.0,1.0,0.0,-0.8661722371310849,0.490778676284541,0.244394395255126,-0.215304222414135,-0.844280132894604,0.007160437960561998,-0.425130778297711,0.15100669003421607,0.0
39580,0.0,1.0,1.0,0.0,-0.8221998628636271,0.490778676284541,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.039960901543944,0.214734921118934,0.10335804166152193,0.0
39587,0.0,1.0,1.0,0.0,-0.250558997386669,-0.9522447743174,0.244394395255126,-0.215304222414135,-0.104245498599893,-0.037189058043679,0.488963078011783,0.5861145472601517,0.0
39596,0.0,1.0,1.0,0.0,-0.7782274885961691,0.490778676284541,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.04169330373161,1.5858757055831798,0.07249614422786513,0.0
39609,0.0,1.0,1.0,0.0,-0.338503745921586,0.218989646418384,0.244394395255126,-0.215304222414135,-0.505097592176195,-0.026794644917685004,0.123325535487985,0.17594977578206203,0.0
39621,0.0,1.0,1.0,0.0,-0.338503745921586,0.141260119955254,0.244394395255126,-0.215304222414135,-0.474262815747249,-0.02298336010482,-0.425130778297711,0.17958715884345058,0.0
39639,0.0,0.0,1.0,0.0,-0.99808935993346,-0.18276279862328496,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.041000342856543,1.03741939179748,0.23760844810190662,0.0
39642,0.0,1.0,1.0,0.0,-0.910144611398544,0.490778676284541,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.042732745044209,0.3975536923808329,0.1805127852456646,0.0
39671,0.0,1.0,1.0,0.0,-1.08603410846838,-1.2349077664938,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.04723699073214,0.123325535487985,0.38987485804467525,0.0
39677,0.0,1.0,0.0,0.0,0.496971365160122,-0.476875909333036,0.244394395255126,-0.215304222414135,0.327441371405355,-0.040307381981477014,0.488963078011783,1.2096514301527117,0.0
39699,0.0,1.0,1.0,0.0,-0.954116985666002,-0.319252415868828,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.04065386241901,-0.425130778297711,0.21137468267932177,0.0
39731,0.0,1.0,0.0,0.0,-0.030697126049378,-0.441549474247786,-4.09174686250922,3.16300840090708,-0.104245498599893,-0.026794644917685004,0.3975536923808329,0.7052179447027541,0.0
39732,0.0,1.0,1.0,0.0,-0.382476120189044,-0.263945439592065,0.244394395255126,-0.215304222414135,-0.412593262889356,0.015129488023824,0.214734921118934,0.21261746544341656,0.0
39745,0.0,1.0,1.0,0.0,-0.6902827400612521,0.694416654370708,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.041000342856543,0.7631912349046309,0.007932732304319928,0.0
39746,0.0,1.0,1.0,0.0,-0.7782274885961691,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.035803136293546,0.9460100061665292,0.0670308056764584,0.0
39752,0.0,1.0,1.0,0.0,-0.5583656172588771,0.3377913796240611,0.244394395255126,-0.215304222414135,-0.62843669789198,-0.036842577606146,1.03741939179748,0.014412117119821198,1.0
39758,1.0,1.0,1.0,0.0,-0.514393242991419,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.5667671450340881,0.019980214149288,0.123325535487985,0.2915411897550725,0.0
39814,0.0,1.0,1.0,0.0,-0.5583656172588771,0.325750523631891,0.244394395255126,-0.215304222414135,-0.62843669789198,-0.034417214543414,0.123325535487985,0.0044907168853395565,1.0
39823,0.0,1.0,1.0,0.0,-0.6902827400612521,0.29370044072651097,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.038921460231345004,0.7631912349046309,0.005093115248088694,0.0
39847,1.0,1.0,1.0,0.0,-0.7782274885961691,-0.28059012085506896,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.038228499356278,0.9460100061665292,0.5610561250073148,0.0
39868,0.0,1.0,1.0,0.0,-0.99808935993346,0.022152073592525003,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.044811627669408,-0.425130778297711,0.24759497088385732,0.0
39872,0.0,1.0,1.0,0.0,-0.8221998628636271,-0.296916289081408,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.036842577606146,-0.425130778297711,0.0670308056764584,0.0
39876,0.0,1.0,1.0,0.0,-0.7342551143287099,0.490778676284541,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.04169330373161,0.7631912349046309,0.03500593675036163,1.0
39883,0.0,1.0,1.0,0.0,-0.426448494456503,-1.68726448033086,0.244394395255126,-0.215304222414135,0.019093607115892,-0.011203025228693998,-1.15640586334531,0.4574757915794994,0.0
39899,0.0,1.0,1.0,0.0,-1.13000648273584,0.022152073592525003,0.244394395255126,-0.215304222414135,-0.96761923861039,-0.04723699073214,1.5858757055831798,0.47636843370101983,1.0
39922,0.0,1.0,1.0,0.0,-0.8661722371310849,0.347757685884809,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.04065386241901,1.5858757055831798,0.16280033179703512,0.0
39925,0.0,1.0,1.0,0.0,-0.8661722371310849,0.490778676284541,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.037189058043679,0.671781849273681,0.16714083710935715,0.0
39932,0.0,1.0,1.0,0.0,-0.646310365793794,0.303655038319764,0.244394395255126,-0.215304222414135,-0.690106250749873,-0.036496097168613,-0.150902621404863,-0.00562366629366867,0.0
39940,0.0,1.0,1.0,0.0,-1.21795123127075,-0.597448345714048,0.244394395255126,-0.215304222414135,-1.02928879146828,-0.04619754941954,-0.425130778297711,0.5610561250073148,0.0
39954,0.0,1.0,1.0,0.0,-0.910144611398544,0.490778676284541,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.042386264606676,0.488963078011783,0.20592410895948013,0.0
39957,0.0,1.0,1.0,0.0,-0.602337991526336,0.20086299795465,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.030259449293016005,0.3975536923808329,-0.003944483817237066,0.0
39966,0.0,1.0,1.0,0.0,-0.910144611398544,-1.10408097675021,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.043772186356808,-0.059493235773914,0.09372796356186999,0.0
39968,0.0,1.0,1.0,0.0,-1.13000648273584,-2.77787848135638,0.244394395255126,-0.215304222414135,-0.690106250749873,-0.042732745044209,-1.15640586334531,0.11020255585692673,0.0
39991,0.0,0.0,1.0,0.0,-0.382476120189044,-0.263945439592065,0.244394395255126,-0.215304222414135,-0.412593262889356,0.003695633585231,0.214734921118934,0.21261746544341656,0.0
40005,0.0,1.0,1.0,0.0,-0.5583656172588771,0.325750523631891,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.031645371043149,0.671781849273681,-0.002265301340805442,0.0
40100,0.0,1.0,1.0,0.0,-0.8221998628636271,0.490778676284541,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.040307381981477014,1.5858757055831798,0.1329291833130614,0.0
40117,0.0,1.0,1.0,0.0,-0.954116985666002,0.490778676284541,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.045851068982007,-0.059493235773914,0.2238356931376006,0.0
40127,0.0,1.0,1.0,0.0,-0.8221998628636271,0.490778676284541,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.036842577606146,0.85460062053558,0.1329291833130614,0.0
40146,1.0,1.0,1.0,0.0,-0.7342551143287099,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.038228499356278,1.5858757055831798,0.5293546363354413,0.0
40153,0.0,1.0,1.0,0.0,-1.08603410846838,-1.0149433056702502,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.04411866679434099,-1.15640586334531,0.33368036575279797,0.0
40157,0.0,1.0,1.0,0.0,-0.8221998628636271,-0.213722073434838,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.043772186356808,-0.150902621404863,0.08792709294469352,0.0
40170,0.0,1.0,1.0,0.0,-1.08603410846838,-0.597448345714048,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.041000342856543,1.03741939179748,0.42609398772577156,0.0
40172,0.0,1.0,1.0,0.0,-0.6902827400612521,0.15355488402687806,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.034070734105881004,0.306144306749884,0.012388793987395013,0.0
40173,0.0,1.0,1.0,0.0,-0.954116985666002,-0.27601817518979105,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.044465147231875,-0.150902621404863,0.1890992197670889,0.0
40271,0.0,1.0,1.0,0.0,-0.8221998628636271,-0.441549474247786,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.04550458854447401,3.87111034635691,0.07704808429598256,0.0
40272,0.0,1.0,1.0,0.0,-0.8661722371310849,-0.27174606460235,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.030952410168082006,-0.425130778297711,0.11938270404349556,0.0
40276,0.0,1.0,1.0,0.0,-0.5583656172588771,0.490778676284541,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.04065386241901,1.5858757055831798,-0.01005150905181138,0.0
40279,0.0,1.0,1.0,0.0,-0.470420868723961,-0.263945439592065,0.244394395255126,-0.215304222414135,-0.474262815747249,-0.039267940668878,0.7631912349046309,0.1396643650300567,0.0
40316,0.0,1.0,1.0,0.0,-0.99808935993346,0.490778676284541,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.04550458854447401,0.031916149857036,0.2789276431961238,0.0
40318,0.0,1.0,1.0,0.0,-0.8661722371310849,-0.005280749057057,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.032338331918215,-1.15640586334531,0.15010205235590954,0.0
40321,0.0,0.0,1.0,0.0,-1.08603410846838,-1.40511187338833,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.04169330373161,-1.15640586334531,0.3755195349180902,0.0
40323,0.0,1.0,1.0,0.0,-0.8221998628636271,-0.4070863576391969,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.042039784169143,-0.425130778297711,0.058258770626290673,0.0
40336,0.0,1.0,1.0,0.0,-0.250558997386669,0.476930159978025,0.244394395255126,-0.215304222414135,-0.443428039318302,-0.033377773230814,0.671781849273681,0.26661909273113493,0.0
40389,1.0,1.0,1.0,0.0,-0.074669500316836,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.258419380744624,-0.022290399229754,1.5858757055831798,0.0044907168853395565,0.0
40400,0.0,1.0,1.0,0.0,-0.8221998628636271,0.385754812284738,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.039267940668878,0.3975536923808329,0.09705311187189984,0.0
40404,0.0,1.0,1.0,0.0,-1.04206173420092,0.20086299795465,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.04723699073214,0.85460062053558,0.3673412135330665,0.0
40423,1.0,1.0,1.0,0.0,-0.030697126049378,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.227584604315678,0.037304236025945,-0.425130778297711,-0.010661213722963525,0.0
40447,0.0,1.0,1.0,0.0,-0.646310365793794,-1.3440024943566102,0.244394395255126,-0.215304222414135,-0.38175848646041,-0.038921460231345004,-0.425130778297711,0.03776197944785549,0.0
40473,0.0,1.0,1.0,0.0,-0.954116985666002,-0.319252415868828,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.042039784169143,0.5803724636427321,0.21137468267932177,0.0
40481,0.0,1.0,1.0,0.0,-0.7342551143287099,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.030605929730549,-2.52754664780955,0.04744611069949134,0.0
40484,0.0,1.0,1.0,0.0,-0.954116985666002,-2.0982053263548504,0.244394395255126,-0.215304222414135,-0.5359323686051409,-0.039267940668878,-0.425130778297711,-0.1585442868116715,0.0
40486,0.0,1.0,1.0,0.0,-0.910144611398544,0.316943942873864,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.033031292793281014,-0.425130778297711,0.19409248115806446,0.0
40490,0.0,1.0,1.0,0.0,-0.16261424885175302,-0.462016536143867,0.244394395255126,-0.215304222414135,-0.196749827886732,-0.021250957917155,-1.15640586334531,0.5850525956290378,0.0
40553,0.0,1.0,1.0,0.0,-0.5583656172588771,0.325750523631891,0.244394395255126,-0.215304222414135,-0.62843669789198,-0.038574979793811005,0.85460062053558,0.0044907168853395565,0.0
40570,1.0,1.0,1.0,0.0,0.321081868090289,0.4013403418049579,0.244394395255126,-0.215304222414135,0.019093607115892,-0.020557997042089,0.671781849273681,-0.012340396199395146,0.0
40615,0.0,1.0,1.0,0.0,-0.910144611398544,0.316943942873864,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.034417214543414,0.7631912349046309,0.19409248115806446,0.0
40634,0.0,1.0,1.0,0.0,-0.7782274885961691,-0.35881642123123497,0.244394395255126,-0.215304222414135,-0.690106250749873,-0.033724253668348,-1.15640586334531,0.027001064082536844,0.0
40641,0.0,1.0,1.0,0.0,-0.8661722371310849,-0.7211982178360179,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.040307381981477014,0.9460100061665292,0.08792709294469352,0.0
40660,0.0,1.0,1.0,0.0,-0.6902827400612521,-1.1518711327626898,0.244394395255126,-0.215304222414135,-0.505097592176195,-0.04065386241901,0.85460062053558,-0.027878292696752,0.0
40680,0.0,1.0,1.0,0.0,-0.6902827400612521,0.4154333587524791,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.038921460231345004,0.306144306749884,0.01815644796173766,1.0
40688,0.0,1.0,1.0,0.0,-0.646310365793794,0.490778676284541,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.04065386241901,0.488963078011783,-0.003021242112904375,0.0
40694,1.0,1.0,1.0,0.0,-0.382476120189044,-0.9776630978388272,0.244394395255126,-0.215304222414135,-0.3200889336025169,-0.035456655856013,0.671781849273681,0.12242637343973917,0.0
40700,0.0,1.0,1.0,0.0,-0.910144611398544,0.316943942873864,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.041000342856543,-0.425130778297711,0.19409248115806446,1.0
40729,1.0,1.0,1.0,0.0,-0.8661722371310849,-0.7806850566595921,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.037882018918745,0.85460062053558,0.6511673296319569,0.0
40746,0.0,0.0,1.0,0.0,-0.338503745921586,-0.8106447203632021,0.244394395255126,-0.215304222414135,-0.258419380744624,-0.00635229910323,-1.15640586334531,0.4107932841038822,0.0
